2011-1-1,-6,753,ЮВ 3м/с,-6,753,ЮВ 3м/с
2011-08-01,+21,738,С 1м/с,+19,740,С 1м/с
2011-08-02,+18,743,Ю 2м/с,+16,743,Ю 2м/с
2011-08-03,+21,747,С 3м/с,+17,749,С 3м/с
2011-08-04,+22,746,В 3м/с,+19,746,В 3м/с
2011-08-05,+19,741,В 2м/с,+17,740,В 2м/с
2011-08-06,+22,742,СЗ 4м/с,+19,745,СЗ 4м/с
2011-08-07,+23,749,СЗ 3м/с,+15,750,СЗ 3м/с
2012-07-30,+25,750,СВ 3м/с,+17,750,СВ 3м/с
2012-07-31,+26,749,СЗ 2м/с,+19,747,СЗ 2м/с
2012-08-01,+30,749,СЗ 1м/с,+22,749,СЗ 1м/с
2012-08-02,+32,750,З 3м/с,+25,751,З 3м/с
2012-08-03,+31,750,С 2м/с,+26,750,С 2м/с
2012-08-04,+32,749,СЗ 2м/с,+26,749,СЗ 2м/с
2012-08-05,+33,748,СЗ 2м/с,+22,748,СЗ 2м/с
2013-07-29,+25,742,ЮВ 1м/с,+18,743,ЮВ 1м/с
2013-07-30,+27,741,ЮВ 2м/с,+22,741,ЮВ 2м/с
2013-07-31,+24,737,З 2м/с,+20,736,З 2м/с
2013-08-01,+19,733,З 1м/с,+18,733,З 1м/с
2013-08-02,+21,735,СЗ 2м/с,+20,737,СЗ 2м/с
2013-08-03,+23,740,З 2м/с,+19,741,З 2м/с
2013-08-04,+26,742,З 2м/с,+18,742,З 2м/с
2014-07-28,+22,750,СВ 2м/с,+16,752,СВ 2м/с
2014-07-29,+24,752,З 2м/с,+19,751,З 2м/с
2014-07-30,+31,750,З 3м/с,+25,749,З 3м/с
2014-07-31,+31,749,З 2м/с,+20,749,З 2м/с
2014-08-01,+26,750,С 2м/с,+21,751,С 2м/с
2014-08-02,+25,751,З 1м/с,+19,751,З 1м/с
2014-08-03,+24,748,С 1м/с,+21,747,С 1м/с
