2011-1-1,-6,753,ЮВ 3м/с,-6,753,ЮВ 3м/с
2011-10-17,+6,759,З 2м/с,+3,760,З 2м/с
2011-10-18,+7,759,ЮВ 1м/с,+3,759,ЮВ 1м/с
2011-10-19,+9,755,В 2м/с,+6,755,В 2м/с
2011-10-20,+12,756,ЮВ 1м/с,+9,757,ЮВ 1м/с
2011-10-21,+15,757,Ю 1м/с,+10,757,Ю 1м/с
2011-10-22,+8,755,СЗ 2м/с,+7,755,СЗ 2м/с
2011-10-23,+8,754,З 2м/с,+4,753,З 2м/с
2012-10-15,+10,758,З 3м/с,+4,759,З 3м/с
2012-10-16,+13,760,Ш,+10,760,Ш
2012-10-17,+10,758,В 2м/с,+9,758,В 2м/с
2012-10-18,+15,759,ЮЗ 2м/с,+14,760,ЮЗ 2м/с
2012-10-19,+17,761,ЮЗ 3м/с,+12,761,ЮЗ 3м/с
2012-10-20,+17,756,ЮЗ 4м/с,+13,755,ЮЗ 4м/с
2012-10-21,+13,754,З 2м/с,+12,750,З 2м/с
2013-10-14,+4,748,СЗ 2м/с,+3,750,СЗ 2м/с
2013-10-15,+6,751,З 3м/с,+6,750,З 3м/с
2013-10-16,+10,748,ЮЗ 2м/с,+9,748,ЮЗ 2м/с
2013-10-17,+11,744,ЮЗ 2м/с,+11,746,ЮЗ 2м/с
2013-10-18,+6,752,СВ 1м/с,+7,751,СВ 1м/с
2013-10-19,+14,742,ЮВ 1м/с,+12,742,ЮВ 1м/с
2013-10-20,+8,749,СЗ 3м/с,+3,751,СЗ 3м/с
